PerceptionOfWeight,BMIPCT,WeightPerception
3,23.65339914,About the right weight
3,74.34578782,About the right weight
4,93.5524051,Slightly overweight
3,63.68537415,About the right weight
2,11.91054027,Slightly underweight
4,96.87222741,Slightly overweight
3,64.22682777,About the right weight
2,31.69146229,Slightly underweight
2,3.194833318,Slightly underweight
2,8.872856689,Slightly underweight
3,73.74393215,About the right weight
2,12.85383669,Slightly underweight
3,70.11803045,About the right weight
2,25.58313701,Slightly underweight
3,45.71292164,About the right weight
4,94.36688785,Slightly overweight
4,85.72036702,Slightly overweight
3,61.88431836,About the right weight
3,78.81888198,About the right weight
3,90.01892993,About the right weight
3,30.75861295,About the right weight
3,45.16626978,About the right weight
3,41.00114576,About the right weight
3,80.10061405,About the right weight
1,71.88874208,Very underweight
4,90.05670299,Slightly overweight
3,35.68385606,About the right weight
2,93.33379186,Slightly underweight
4,77.80336579,Slightly overweight
5,98.88094761,Very overweight
3,94.98144459,About the right weight
4,70.79707863,Slightly overweight
3,68.0682032,About the right weight
4,85.43273275,Slightly overweight
4,74.60880949,Slightly overweight
2,3.163642944,Slightly underweight
4,98.85157068,Slightly overweight
2,77.69689813,Slightly underweight
3,35.20622619,About the right weight
3,50.27447135,About the right weight
3,92.72607031,About the right weight
4,81.55152509,Slightly overweight
4,95.2156624,Slightly overweight
3,78.49511179,About the right weight
4,91.45626301,Slightly overweight
3,92.31078436,About the right weight
2,83.09080929,Slightly underweight
3,92.94782331,About the right weight
4,97.01089676,Slightly overweight
4,81.05074651,Slightly overweight
3,50.83565947,About the right weight
3,80.57241076,About the right weight
3,11.24714098,About the right weight
3,55.35057859,About the right weight
3,94.74810497,About the right weight
3,65.22758067,About the right weight
2,12.85383669,Slightly underweight
4,98.39253409,Slightly overweight
3,31.37615111,About the right weight
4,29.14504055,Slightly overweight
3,87.2995446,About the right weight
4,19.98618238,Slightly overweight
4,95.58149175,Slightly overweight
3,10.90589105,About the right weight
2,48.05850021,Slightly underweight
4,96.23919207,Slightly overweight
3,24.03471904,About the right weight
4,85.24612213,Slightly overweight
4,90.31735531,Slightly overweight
3,67.33594521,About the right weight
2,38.18531901,Slightly underweight
4,95.29459206,Slightly overweight
3,73.05961868,About the right weight
3,97.68971482,About the right weight
3,60.67838341,About the right weight
4,80.50659742,Slightly overweight
3,78.69808838,About the right weight
3,87.65979453,About the right weight
4,91.45359134,Slightly overweight
3,84.19141188,About the right weight
3,70.8375548,About the right weight
3,69.86952348,About the right weight
3,24.00040538,About the right weight
3,51.74396482,About the right weight
3,75.82198411,About the right weight
3,69.13113635,About the right weight
3,68.38112974,About the right weight
3,33.20018874,About the right weight
3,81.80727095,About the right weight
4,86.66563258,Slightly overweight
3,81.88567938,About the right weight
2,31.05604841,Slightly underweight
3,42.53225571,About the right weight
4,86.87757138,Slightly overweight
3,44.53701323,About the right weight
4,96.43469449,Slightly overweight
3,82.23608164,About the right weight
3,74.94547377,About the right weight
2,17.74504799,Slightly underweight
3,45.16626978,About the right weight
4,90.14559912,Slightly overweight
3,27.74545863,About the right weight
4,93.95733265,Slightly overweight
3,61.00492226,About the right weight
3,74.85968073,About the right weight
4,40.55138048,Slightly overweight
3,47.52350758,About the right weight
3,75.23467758,About the right weight
3,42.99301921,About the right weight
3,88.37481573,About the right weight
3,69.87171391,About the right weight
3,62.06902098,About the right weight
5,98.74550672,Very overweight
4,69.88257682,Slightly overweight
3,58.1206334,About the right weight
3,51.12976971,About the right weight
4,98.14197185,Slightly overweight
3,69.91124718,About the right weight
3,75.65036356,About the right weight
3,72.60095123,About the right weight
3,52.74582649,About the right weight
4,67.15623216,Slightly overweight
3,42.05103451,About the right weight
4,48.98596485,Slightly overweight
3,74.84675066,About the right weight
3,23.08581764,About the right weight
5,56.12393568,Very overweight
3,58.18062198,About the right weight
3,50.83565947,About the right weight
4,86.32980556,Slightly overweight
3,31.69146229,About the right weight
2,10.89712829,Slightly underweight
2,2.374234691,Slightly underweight
3,87.10946842,About the right weight
3,24.47152508,About the right weight
3,58.2330153,About the right weight
4,71.24517665,Slightly overweight
4,26.12873047,Slightly overweight
4,84.67610222,Slightly overweight
2,4.639382955,Slightly underweight
2,13.78999144,Slightly underweight
3,54.15385884,About the right weight
3,42.58443965,About the right weight
3,56.92345524,About the right weight
3,63.85013973,About the right weight
3,76.16361312,About the right weight
3,42.24072011,About the right weight
3,86.49839012,About the right weight
1,3.163642944,Very underweight
5,56.32057943,Very overweight
3,63.10741439,About the right weight
2,32.35454194,Slightly underweight
3,34.15732774,About the right weight
3,91.41477826,About the right weight
3,37.55228267,About the right weight
3,30.69589607,About the right weight
3,58.54997123,About the right weight
3,39.64309673,About the right weight
3,62.83122911,About the right weight
4,81.55152509,Slightly overweight
4,86.95492749,Slightly overweight
3,71.66912864,About the right weight
3,61.12521977,About the right weight
2,4.324742377,Slightly underweight
4,67.75265548,Slightly overweight
4,70.67451976,Slightly overweight
4,99.78185943,Slightly overweight
4,80.42426335,Slightly overweight
4,66.95017509,Slightly overweight
4,84.50209709,Slightly overweight
4,99.21347352,Slightly overweight
5,92.75239448,Very overweight
4,93.53824674,Slightly overweight
3,52.93975746,About the right weight
1,99.75215075,Very underweight
3,18.56271072,About the right weight
3,31.37615111,About the right weight
3,76.16067723,About the right weight
3,33.65244897,About the right weight
3,36.04892235,About the right weight
4,61.32168999,Slightly overweight
3,18.46336599,About the right weight
4,93.20710178,Slightly overweight
2,75.86208809,Slightly underweight
3,10.130113,About the right weight
3,43.67278106,About the right weight
2,57.48680824,Slightly underweight
3,49.99841183,About the right weight
4,26.6755441,Slightly overweight
2,14.37822027,Slightly underweight
4,70.01219992,Slightly overweight
3,57.61149421,About the right weight
3,71.62358012,About the right weight
3,54.76825471,About the right weight
4,80.97504778,Slightly overweight
3,65.16237708,About the right weight
3,56.26811413,About the right weight
4,92.68923451,Slightly overweight
4,87.26940456,Slightly overweight
3,48.66934789,About the right weight
4,48.01473168,Slightly overweight
3,46.48345897,About the right weight
4,62.97929123,Slightly overweight
3,16.20937432,About the right weight
3,74.10960037,About the right weight
3,77.41515186,About the right weight
2,2.76677126,Slightly underweight
4,97.81659594,Slightly overweight
3,75.11573491,About the right weight
3,93.56191162,About the right weight
3,90.57566547,About the right weight
3,53.218169,About the right weight
4,81.98085734,Slightly overweight
3,83.32303085,About the right weight
3,79.94321014,About the right weight
3,37.18895874,About the right weight
3,16.01481832,About the right weight
4,36.10964177,Slightly overweight
5,98.57745912,Very overweight
3,33.25918052,About the right weight
3,63.87226631,About the right weight
3,67.16680562,About the right weight
3,54.83067286,About the right weight
2,38.01409877,Slightly underweight
3,65.84221705,About the right weight
3,28.81864544,About the right weight
4,84.20292204,Slightly overweight
3,8.886161354,About the right weight
3,35.69459997,About the right weight
3,56.12875598,About the right weight
1,0.673852268,Very underweight
3,52.00817272,About the right weight
3,78.84255534,About the right weight
3,93.57527412,About the right weight
3,59.6972449,About the right weight
3,5.526833422,About the right weight
3,12.52443009,About the right weight
3,71.66639004,About the right weight
4,90.83184734,Slightly overweight
3,64.26150224,About the right weight
3,61.62211135,About the right weight
3,36.68936176,About the right weight
3,25.50975173,About the right weight
5,34.4098771,Very overweight
3,2.841406798,About the right weight
3,85.52042096,About the right weight
3,81.83227674,About the right weight
4,96.4728734,Slightly overweight
4,93.2851331,Slightly overweight
3,42.53225571,About the right weight
3,50.87045271,About the right weight
3,45.91878523,About the right weight
3,60.40220895,About the right weight
3,92.18630697,About the right weight
3,76.4894434,About the right weight
2,19.12902502,Slightly underweight
5,99.08289533,Very overweight
1,52.44267548,Very underweight
3,55.36522941,About the right weight
2,5.59090431,Slightly underweight
1,97.625623,Very underweight
5,97.68724399,Very overweight
2,18.17579021,Slightly underweight
3,44.29519256,About the right weight
3,37.6095217,About the right weight
3,94.9236,About the right weight
3,27.8727641,About the right weight
2,2.043306554,Slightly underweight
3,29.14256978,About the right weight
3,95.15268037,About the right weight
4,98.64661128,Slightly overweight
3,60.06952126,About the right weight
3,83.38004367,About the right weight
3,75.69056427,About the right weight
3,15.52806328,About the right weight
4,98.80049558,Slightly overweight
4,81.07986622,Slightly overweight
4,90.08907671,Slightly overweight
3,62.1722879,About the right weight
3,81.88920139,About the right weight
4,98.89923338,Slightly overweight
3,92.09238408,About the right weight
2,37.55228267,Slightly underweight
2,5.526833422,Slightly underweight
4,92.98657363,Slightly overweight
2,11.91054027,Slightly underweight
